update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   994                 0.00223073          0.000825443         3.8329e-05          0.0033052
2                   1048                0.00229752          0.000844865         6.5513e-05          0.00511765
3                   990                 0.0022316           0.000811069         5.2126e-05          0.0045061
4                   928                 0.00217525          0.000810781         4.5389e-05          0.0041768
5                   943                 0.00215554          0.000795952         4.10662e-05         0.00398791
6                   900                 0.00212261          0.000781896         3.79847e-05         0.00383459
7                   825                 0.00205958          0.000756097         3.6807e-05          0.00366275
8                   845                 0.00202214          0.0007328           3.55641e-05         0.0035435
9                   865                 0.001997            0.000711654         3.40226e-05         0.00345765
10                  711                 0.00193699          0.00068321          3.35646e-05         0.00332208
11                  753                 0.00190137          0.000670428         3.25026e-05         0.00324354
12                  717                 0.00186907          0.000652889         3.13998e-05         0.00316636
13                  729                 0.00184376          0.000639702         3.03877e-05         0.00310493
14                  764                 0.00182741          0.000630298         2.97971e-05         0.00305846
15                  738                 0.00180731          0.000618679         3.02476e-05         0.00300884
16                  724                 0.00177825          0.000611018         2.95311e-05         0.00295592
17                  880                 0.00178253          0.000611981         2.88663e-05         0.00294977
18                  868                 0.00178732          0.000613187         2.82766e-05         0.0029458
19                  817                 0.00178496          0.000615729         2.77484e-05         0.00293559
20                  884                 0.00179392          0.000618666         2.72327e-05         0.00293901
21                  928                 0.00180751          0.000624035         2.70144e-05         0.00294856
22                  836                 0.0018091           0.000623537         2.6514e-05          0.00294224
23                  921                 0.00213903          0.000719349         2.81896e-05         0.00340561
24                  956                 0.00217646          0.00072751          2.79707e-05         0.00344955
25                  899                 0.00225148          0.000754712         2.8089e-05          0.00355738
26                  938                 0.00232069          0.000779607         2.83973e-05         0.0036564
27                  937                 0.0024386           0.000841907         3.08139e-05         0.00385721
28                  866                 0.00248325          0.000856765         3.10945e-05         0.0039168
29                  962                 0.00256908          0.00088781          3.21399e-05         0.0040399
30                  894                 0.00259818          0.000895052         3.20274e-05         0.00407885
31                  800                 0.00274013          0.000939795         3.30777e-05         0.00427968
32                  952                 0.00273155          0.000936323         3.264e-05           0.00426156
33                  891                 0.00276358          0.000948668         3.26164e-05         0.00430813
34                  939                 0.00278252          0.000946186         3.2464e-05          0.00432458
35                  970                 0.00276463          0.000940793         3.22483e-05         0.00429542
36                  905                 0.00274092          0.000939789         3.22621e-05         0.00426294
37                  794                 0.00271224          0.000934539         3.25105e-05         0.00422372
38                  719                 0.00268109          0.000928446         3.27866e-05         0.00417653
39                  877                 0.0026628           0.000926653         3.29057e-05         0.0041494
40                  856                 0.00264268          0.000923514         3.31139e-05         0.00412106
41                  935                 0.00263224          0.000921444         3.32476e-05         0.00410675
42                  1068                0.00263627          0.000924786         3.36219e-05         0.00411459
43                  923                 0.00262627          0.000924634         3.41249e-05         0.00410383
44                  922                 0.0026227           0.000923326         3.46072e-05         0.00409684
45                  1143                0.00262808          0.000926742         3.52189e-05         0.00411038
46                  1087                0.00262792          0.000936856         3.55897e-05         0.0041201
47                  1217                0.002639            0.000940096         3.62371e-05         0.00413357
48                  1139                0.00264077          0.000942519         3.68924e-05         0.00413689
49                  1267                0.00265198          0.000949365         3.74995e-05         0.00415518
50                  1563                0.00268661          0.00096218          3.81798e-05         0.00420854
51                  1780                0.00273467          0.0009774           3.88995e-05         0.00426976
52                  1717                0.00277124          0.000990056         3.95056e-05         0.00432397
53                  1597                0.00280255          0.00100255          4.01963e-05         0.00436375
54                  1637                0.00283914          0.00101358          4.08959e-05         0.00440729
55                  1538                0.00286621          0.00102396          4.14146e-05         0.00444424
56                  1665                0.0029033           0.00103546          4.17778e-05         0.00449207
57                  1656                0.00293616          0.00104681          4.21304e-05         0.00453447
58                  1746                0.00297788          0.00106041          4.26692e-05         0.00459685
59                  1905                0.00302794          0.00108162          4.33616e-05         0.00466682
60                  1472                0.00304767          0.00109149          4.37797e-05         0.00469491
61                  1519                0.0030682           0.00109877          4.41978e-05         0.00471949
