update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   2032                0.00375425          0.00136092          5.9554e-05          0.00609899
2                   2158                0.00391418          0.00135036          7.81225e-05         0.00626611
3                   2183                0.00399113          0.001342            6.90317e-05         0.00636051
4                   2179                0.00400421          0.00140074          6.49475e-05         0.00644216
5                   2293                0.00408154          0.00147299          6.80542e-05         0.00659501
6                   2216                0.00412442          0.00146958          6.81835e-05         0.00665155
7                   2133                0.00409514          0.00145707          6.72756e-05         0.00661966
8                   2257                0.00413839          0.00145691          6.65613e-05         0.00667544
9                   2197                0.00413248          0.00145406          6.57906e-05         0.00667242
10                  1951                0.00407239          0.00142689          6.47535e-05         0.00658076
11                  2161                0.00407574          0.00142276          6.43454e-05         0.00658228
12                  2058                0.00404738          0.00141698          6.32917e-05         0.00655564
13                  1957                0.00401305          0.00139992          6.20025e-05         0.00650135
14                  2108                0.00402087          0.00139799          6.09227e-05         0.00650705
15                  2033                0.00400942          0.0013912           6.01291e-05         0.00648248
16                  1851                0.00396656          0.00138727          5.97183e-05         0.00642869
17                  2014                0.0039479           0.00138415          5.8888e-05          0.00640942
18                  1949                0.00393518          0.00138161          5.78702e-05         0.00639262
19                  1907                0.00391305          0.00137473          5.71257e-05         0.0063566
20                  1905                0.00388767          0.00136891          5.62634e-05         0.00632326
21                  2029                0.00389317          0.00137186          5.58491e-05         0.00632699
22                  1993                0.00388534          0.00136634          5.52064e-05         0.00631058
23                  1896                0.00435142          0.00151272          6.0883e-05          0.00703484
24                  2031                0.00434573          0.00151237          6.0443e-05          0.00702496
25                  1989                0.00444117          0.0015386           6.10056e-05         0.00716584
26                  2095                0.00447248          0.00154975          6.10165e-05         0.00721501
27                  2064                0.00450371          0.00155649          6.09254e-05         0.00725648
28                  1847                0.0045168           0.00156198          6.07343e-05         0.00728022
29                  2098                0.00462213          0.00158879          6.14372e-05         0.00742346
30                  1942                0.00460422          0.00158113          6.10737e-05         0.00738833
31                  1972                0.00462125          0.00158731          6.12026e-05         0.00740866
32                  2173                0.00465075          0.00159601          6.11899e-05         0.00744566
33                  2191                0.00467889          0.00160915          6.14042e-05         0.00749184
34                  2062                0.0047141           0.00161927          6.1507e-05          0.0075399
35                  1997                0.00480004          0.00164148          6.25143e-05         0.00766555
36                  2146                0.00481054          0.0016405           6.23258e-05         0.00767337
37                  2042                0.00495252          0.00169155          6.42427e-05         0.00790052
38                  2038                0.00495196          0.001689            6.40529e-05         0.0078937
39                  2205                0.0049578           0.00168875          6.39363e-05         0.00789717
40                  2144                0.0050091           0.00170284          6.44614e-05         0.00796933
41                  2167                0.00501804          0.00170481          6.45089e-05         0.00797875
42                  2206                0.0051062           0.00174116          6.57459e-05         0.00812455
43                  2137                0.00509539          0.00173522          6.55657e-05         0.00810144
44                  1998                0.00515327          0.00175675          6.60168e-05         0.00819186
45                  2112                0.00515317          0.0017572           6.60364e-05         0.00819092
46                  2100                0.00513634          0.00175287          6.58951e-05         0.00816779
47                  2045                0.00537452          0.00182406          6.87336e-05         0.00854824
48                  2127                0.00535356          0.0018154           6.8451e-05          0.00851427
49                  2150                0.00533319          0.00181007          6.82097e-05         0.0084828
50                  2310                0.00535137          0.00181405          6.79816e-05         0.0085071
51                  2429                0.00548119          0.00185802          6.82881e-05         0.0087062
52                  2192                0.00552625          0.00187038          6.84485e-05         0.00877318
53                  2303                0.00552948          0.001874            6.82751e-05         0.00878166
54                  2361                0.00558033          0.00189205          6.86569e-05         0.00886112
55                  2324                0.00561385          0.00190465          6.88044e-05         0.00891493
56                  2207                0.00560266          0.00189979          6.85959e-05         0.00889696
57                  2457                0.00560299          0.00190375          6.85119e-05         0.00890261
58                  2224                0.00562427          0.00190772          6.88354e-05         0.00893339
59                  2439                0.0056283           0.0019124           6.90928e-05         0.00894706
60                  2507                0.00565201          0.00192371          6.92788e-05         0.00898562
61                  2376                0.00565048          0.00192705          6.94106e-05         0.00898662
62                  2345                0.00566136          0.00192997          6.92717e-05         0.00900269
63                  2473                0.0056571           0.00193392          6.90996e-05         0.00900513
64                  2432                0.00565519          0.00193731          6.88962e-05         0.00900554
65                  2487                0.00568485          0.00194885          6.90286e-05         0.00905208
66                  2476                0.00566959          0.00194791          6.89249e-05         0.00903125
67                  2437                0.0056893           0.00195493          6.91267e-05         0.00906207
68                  2503                0.00574846          0.00197733          6.96589e-05         0.00915452
69                  2461                0.00576043          0.00198354          6.97166e-05         0.00917394
70                  2462                0.0057727           0.00198918          6.9635e-05          0.00919505
71                  2565                0.00585081          0.00200964          6.98915e-05         0.00930102
72                  2552                0.00592296          0.0020379           7.05662e-05         0.00941733
73                  2382                0.00591103          0.00203618          7.03423e-05         0.00940204
74                  2405                0.00592475          0.00204283          7.02976e-05         0.00942696
75                  2605                0.00592954          0.00204878          7.01846e-05         0.00943741
76                  2475                0.00600955          0.00207992          7.04747e-05         0.00956165
77                  2347                0.00599062          0.00207515          7.02801e-05         0.00953378
78                  2552                0.0060442           0.00209703          7.0722e-05          0.00962399
79                  2548                0.00603271          0.00209591          7.06037e-05         0.00960753
80                  2649                0.00606761          0.0021088           7.08831e-05         0.00966215
81                  2635                0.00605724          0.00210912          7.07564e-05         0.00964931
82                  2481                0.00610464          0.00213147          7.13676e-05         0.00973135
83                  2555                0.00616148          0.00215342          7.17655e-05         0.00982344
84                  2496                0.00617239          0.00215846          7.1722e-05          0.00984103
85                  2392                0.0061951           0.00216593          7.18288e-05         0.0098762
86                  2370                0.00618211          0.00216689          7.17197e-05         0.00986072
87                  2332                0.00616143          0.00216306          7.15497e-05         0.00983127
88                  2479                0.00620832          0.00218779          7.19171e-05         0.00991472
89                  2333                0.00618887          0.00218289          7.1725e-05          0.00988621
90                  2494                0.00617502          0.00218011          7.1536e-05          0.0098661
91                  2227                0.00615313          0.00217644          7.13847e-05         0.00983687
92                  2437                0.00613971          0.00217691          7.21517e-05         0.00982462
93                  2538                0.00612945          0.00217563          7.20267e-05         0.00981069
94                  2402                0.00611504          0.00217346          7.1872e-05          0.00979061
95                  2324                0.00609782          0.00216944          7.16632e-05         0.0097655
96                  2311                0.00608079          0.00216573          7.14421e-05         0.00974027
97                  2420                0.00606706          0.00216332          7.12251e-05         0.00972012
98                  2497                0.00605795          0.00216194          7.09356e-05         0.00970651
