update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   936                 0.00206044          0.000750091         3.5537e-05          0.00308249
2                   1069                0.00224226          0.000810627         5.10995e-05         0.00504925
3                   978                 0.00217992          0.000788151         4.02353e-05         0.00444081
4                   950                 0.00215653          0.000770933         3.47048e-05         0.00410979
5                   946                 0.00214069          0.000768369         3.13322e-05         0.00393712
6                   941                 0.00211557          0.000764136         2.87745e-05         0.00380605
7                   882                 0.00207899          0.000753624         2.92973e-05         0.00367603
8                   862                 0.00204101          0.000742382         3.03784e-05         0.00356579
9                   881                 0.002018            0.000724128         3.04364e-05         0.00348284
10                  809                 0.00198034          0.000696295         2.97563e-05         0.00337972
11                  731                 0.00193616          0.000677291         2.88456e-05         0.00328151
12                  740                 0.00190498          0.000661196         2.80138e-05         0.003208
13                  688                 0.00186935          0.00064427          2.73252e-05         0.00313166
14                  781                 0.00185619          0.000634491         2.66231e-05         0.00309019
15                  757                 0.00183869          0.000625047         2.60721e-05         0.00304654
16                  702                 0.00180596          0.000612256         2.57063e-05         0.00298532
17                  818                 0.001799            0.000612921         2.53028e-05         0.00296614
18                  779                 0.00178851          0.000609549         2.50126e-05         0.00293923
19                  831                 0.00178857          0.000608973         2.47184e-05         0.00292897
20                  857                 0.00179179          0.000610797         2.48348e-05         0.00292315
21                  894                 0.00180153          0.000611026         2.48078e-05         0.00292504
22                  841                 0.00180304          0.000612132         2.45762e-05         0.00292148
23                  870                 0.00183864          0.000626174         2.46102e-05         0.00296806
24                  962                 0.00190459          0.000644433         2.48357e-05         0.00306169
