update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   2275                0.00450325          0.00150046          4.2537e-05          0.00713252
2                   2330                0.00448046          0.00149621          6.68195e-05         0.0070878
3                   2154                0.00433268          0.00143986          5.838e-05           0.00689113
4                   2078                0.00419783          0.0013919           5.72408e-05         0.00668291
5                   2250                0.00419501          0.00142075          5.70528e-05         0.00672289
6                   2120                0.00416836          0.00140909          5.71493e-05         0.00669378
7                   2161                0.00414633          0.00140346          5.73561e-05         0.00665992
8                   2042                0.00409564          0.00138398          5.92001e-05         0.00658308
9                   2199                0.00410577          0.00138893          5.82349e-05         0.0066034
10                  1915                0.00404275          0.0013688           5.72579e-05         0.0065089
11                  1943                0.00399333          0.00135374          5.66741e-05         0.00642903
12                  1989                0.00395961          0.00134948          5.54557e-05         0.00638866
13                  1977                0.0039322           0.00134209          5.42844e-05         0.00634797
14                  1938                0.00391016          0.00133443          5.43005e-05         0.00630373
15                  1858                0.00388893          0.00133008          5.47718e-05         0.00626883
16                  1957                0.00387553          0.00133376          5.46626e-05         0.00625252
17                  1991                0.00387384          0.00132962          5.44392e-05         0.00624599
18                  1908                0.00384971          0.00133077          5.40998e-05         0.00622051
19                  1905                0.00382839          0.00132728          5.36741e-05         0.00619278
20                  1922                0.00382412          0.00132496          5.34523e-05         0.00618357
21                  2059                0.00383199          0.0013306           5.35116e-05         0.00619688
22                  2004                0.00382575          0.00133059          5.31842e-05         0.00618808
23                  2102                0.0038389           0.00133135          5.29613e-05         0.0062043
24                  2071                0.00386108          0.00135485          5.46013e-05         0.00626437
25                  1987                0.00386217          0.0013575           5.51074e-05         0.00626925
26                  2094                0.00388312          0.00135932          5.4904e-05          0.00629453
27                  2064                0.00392671          0.00136828          5.4825e-05          0.00634563
28                  1966                0.00395765          0.0013744           5.48507e-05         0.00637639
29                  2141                0.00397428          0.00137952          5.46948e-05         0.00639255
30                  1958                0.00397695          0.00137635          5.46135e-05         0.00638762
31                  2138                0.0039867           0.00138109          5.42641e-05         0.00640003
32                  2003                0.00398584          0.00138022          5.40976e-05         0.00639643
33                  2155                0.00399978          0.00138066          5.39315e-05         0.00641006
34                  1834                0.00401394          0.00137373          5.36409e-05         0.00641507
35                  2142                0.00402888          0.00137802          5.38583e-05         0.0064316
36                  2152                0.00404256          0.00137828          5.39011e-05         0.00644539
37                  1845                0.00402981          0.00137244          5.37906e-05         0.00642326
38                  2151                0.00403869          0.00137549          5.39754e-05         0.00643465
39                  2090                0.00404477          0.00137723          5.40899e-05         0.00644135
40                  2137                0.00404736          0.00138294          5.44596e-05         0.00644693
41                  2073                0.00404546          0.00138023          5.44305e-05         0.00644184
42                  2174                0.00405451          0.00138282          5.44347e-05         0.00645362
43                  2054                0.00405344          0.00138226          5.44317e-05         0.00645001
44                  2203                0.00405897          0.00138731          5.45078e-05         0.00645932
45                  2090                0.0040564           0.0013879           5.45314e-05         0.00645801
46                  2173                0.00405889          0.00139118          5.45883e-05         0.00646462
47                  2297                0.00406997          0.00139484          5.46235e-05         0.00648092
48                  2191                0.00407078          0.00139787          5.48923e-05         0.00648426
49                  2198                0.00407332          0.00139955          5.49014e-05         0.00648918
50                  2216                0.00407801          0.00140134          5.52585e-05         0.00649758
51                  2423                0.0040969           0.00141056          5.65481e-05         0.00653265
52                  2264                0.00410641          0.00141897          5.8348e-05          0.00655751
53                  2292                0.00411038          0.0014247           5.84737e-05         0.0065667
54                  2300                0.0041152           0.00142868          5.85745e-05         0.00657675
55                  2315                0.00412872          0.00144609          5.86685e-05         0.00661055
56                  2307                0.00413131          0.00144898          5.86201e-05         0.00661787
57                  2385                0.00413945          0.00145306          5.85618e-05         0.00663379
