update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   2250                0.00434058          0.00154816          5.7279e-05          0.00704512
2                   2299                0.0044205           0.00148705          7.22635e-05         0.00703775
3                   2218                0.00436319          0.00145509          6.7037e-05          0.00692818
4                   2184                0.00434105          0.0014575           6.2954e-05          0.00689493
5                   2307                0.00434964          0.0014986           6.30622e-05         0.00694615
6                   2219                0.0043414           0.00149106          6.0778e-05          0.00694201
7                   2156                0.00432424          0.00147646          6.02214e-05         0.00691532
8                   2194                0.00431727          0.0014769           6.02061e-05         0.00690769
9                   2253                0.00432083          0.00148586          5.88491e-05         0.00693153
10                  2095                0.00429084          0.00147058          5.74834e-05         0.00687325
11                  2141                0.00427161          0.00146556          5.74953e-05         0.00684098
12                  1949                0.00420785          0.001446            5.66674e-05         0.00675352
13                  1999                0.00416216          0.00142949          5.61216e-05         0.00668748
14                  1921                0.00411728          0.00142011          5.55461e-05         0.00662553
15                  2114                0.00411451          0.00141856          5.57144e-05         0.00661566
16                  1946                0.0040832           0.00140705          5.55088e-05         0.00657037
17                  1964                0.00404513          0.00140249          5.53412e-05         0.00652953
18                  2029                0.00404214          0.00140433          5.53694e-05         0.00653028
19                  1920                0.00401686          0.00140117          5.52136e-05         0.00649681
20                  1993                0.00400228          0.00139399          5.53324e-05         0.006478
21                  2032                0.00400141          0.00139272          5.4644e-05          0.00647167
22                  2013                0.00422966          0.00146618          5.6731e-05          0.00682331
23                  2073                0.00423932          0.00146204          5.67827e-05         0.00682816
24                  2102                0.00427418          0.00150195          5.69549e-05         0.00690458
25                  1998                0.004419            0.00154755          5.84478e-05         0.00712689
26                  2110                0.00440953          0.00154279          5.82992e-05         0.00710689
27                  2043                0.00449302          0.00156556          5.86141e-05         0.00723223
28                  1844                0.0045003           0.00157186          5.91922e-05         0.00724515
29                  2116                0.00453356          0.00157955          5.94395e-05         0.00728588
30                  2152                0.00456657          0.00158872          5.95932e-05         0.00732728
31                  2071                0.00456001          0.00158404          5.93253e-05         0.00730691
32                  2147                0.00455155          0.00157889          5.89749e-05         0.00728858
33                  2193                0.00456576          0.00157881          5.86888e-05         0.00730278
34                  1975                0.00458094          0.00157462          5.82262e-05         0.00730962
35                  2046                0.00456586          0.00156718          5.76997e-05         0.00728355
36                  2134                0.00467354          0.00157951          5.79261e-05         0.0074134
37                  2081                0.00470506          0.00159103          5.78146e-05         0.00746447
38                  2086                0.00480053          0.00161694          5.82528e-05         0.00760101
39                  2187                0.00482351          0.00162017          5.81948e-05         0.0076295
40                  2138                0.00485109          0.00162812          5.84163e-05         0.0076681
41                  2174                0.00483569          0.00162327          5.81501e-05         0.00764191
42                  2170                0.00482137          0.00162001          5.80267e-05         0.00762072
43                  2106                0.00486778          0.00163073          5.85086e-05         0.00768349
44                  2154                0.00489426          0.0016413           5.89881e-05         0.00772434
45                  2138                0.00497822          0.0016566           5.96018e-05         0.00783351
46                  2159                0.00496816          0.00165323          5.93189e-05         0.00781758
47                  2258                0.00498617          0.00165864          5.94081e-05         0.00784606
48                  2182                0.00496782          0.00165391          5.93491e-05         0.00781883
49                  1987                0.00494862          0.00164638          5.94216e-05         0.00778836
50                  2151                0.00499031          0.00165701          5.98337e-05         0.00784557
51                  2214                0.00500778          0.00166311          5.98658e-05         0.00787456
52                  2273                0.00506881          0.00168373          6.03499e-05         0.00797109
53                  2204                0.00505143          0.00167728          6.01366e-05         0.00794533
54                  2253                0.00506022          0.00168246          6.03739e-05         0.00796146
55                  2327                0.00506351          0.00168209          6.03701e-05         0.00796298
56                  2390                0.00507266          0.00168666          6.05184e-05         0.00797908
57                  2499                0.00507557          0.00169048          6.08243e-05         0.00798718
58                  2347                0.00512782          0.00171006          6.17463e-05         0.00807591
59                  2459                0.00512963          0.00171165          6.1888e-05          0.00807986
60                  2504                0.00515671          0.00172417          6.24395e-05         0.00812345
61                  2176                0.0051988           0.00173593          6.28307e-05         0.00818471
62                  2478                0.00524255          0.00175932          6.32093e-05         0.00826406
63                  2284                0.0052565           0.00176644          6.34092e-05         0.00828922
64                  2488                0.00525123          0.00176675          6.33084e-05         0.00828192
65                  2206                0.00530287          0.00178112          6.36465e-05         0.00835169
66                  2443                0.00531369          0.00178682          6.35634e-05         0.0083717
67                  2317                0.00538567          0.00181265          6.39264e-05         0.0084811
68                  2504                0.00542376          0.0018282           6.42747e-05         0.00854221
69                  2295                0.00542495          0.00182663          6.41743e-05         0.00854066
70                  2363                0.00544275          0.00183275          6.43437e-05         0.00856864
71                  2549                0.00545066          0.00183708          6.42683e-05         0.0085834
72                  2414                0.00545157          0.00184002          6.41394e-05         0.00858889
73                  2510                0.00545678          0.00184033          6.39306e-05         0.00859547
74                  2382                0.00545876          0.00184216          6.39587e-05         0.00860161
75                  2489                0.00548581          0.001853            6.389e-05           0.00864357
76                  2573                0.00548119          0.00185302          6.37049e-05         0.00863887
77                  2560                0.00553292          0.00187019          6.40031e-05         0.00872034
78                  2541                0.00552792          0.00186928          6.38793e-05         0.00871243
79                  2686                0.00556494          0.00188273          6.41477e-05         0.00877079
80                  2424                0.00558392          0.00188935          6.41114e-05         0.00879784
81                  2433                0.00558723          0.00189377          6.42048e-05         0.0088076
82                  2616                0.0055961           0.00189688          6.41285e-05         0.00882178
83                  2538                0.00562188          0.00190756          6.41543e-05         0.00886396
84                  2408                0.00561619          0.00190611          6.40349e-05         0.00885532
85                  2597                0.00563058          0.00191345          6.40018e-05         0.00887957
86                  2561                0.00564376          0.00191982          6.40678e-05         0.00890117
87                  2420                0.00564459          0.0019224           6.39647e-05         0.00890571
88                  2482                0.00564278          0.00192067          6.37627e-05         0.0089007
89                  2489                0.0056353           0.00191939          6.35059e-05         0.00889084
90                  2387                0.00563062          0.00192122          6.33664e-05         0.00888756
91                  2539                0.00564001          0.0019244           6.31389e-05         0.00890091
92                  2507                0.0056361           0.00192653          6.28893e-05         0.00889864
93                  2326                0.0056469           0.00193213          6.28684e-05         0.00891766
94                  2543                0.00565258          0.00193826          6.28329e-05         0.00892909
95                  2425                0.00565441          0.00194211          6.27175e-05         0.00893524
96                  2416                0.00567169          0.00195113          6.27282e-05         0.00896483
97                  2437                0.00569237          0.00196004          6.26635e-05         0.00899828
98                  2511                0.00571705          0.00196434          6.2525e-05          0.00902747
99                  2447                0.00570945          0.00196483          6.23283e-05         0.0090191
100                 2395                0.00570276          0.00196432          6.22176e-05         0.00900912
101                 2497                0.00569689          0.00196392          6.19618e-05         0.00900135
102                 2412                0.00573914          0.00197077          6.21373e-05         0.00905375
103                 2262                0.00573955          0.00197179          6.20586e-05         0.00905465
104                 2538                0.00575672          0.00197807          6.19952e-05         0.00908118
105                 2410                0.00576274          0.00197984          6.19097e-05         0.00908912
106                 2435                0.00578089          0.00198612          6.19368e-05         0.00911551
107                 2500                0.00577919          0.00198533          6.17186e-05         0.00911225
108                 2433                0.00579448          0.00199337          6.16929e-05         0.00913814
109                 2400                0.00579414          0.00199374          6.16647e-05         0.00913544
110                 2265                0.00579241          0.00199604          6.15923e-05         0.00913589
111                 2408                0.00579722          0.0020007           6.16034e-05         0.00914386
112                 2562                0.0058081           0.00200635          6.15171e-05         0.00916007
113                 2577                0.0058038           0.00200749          6.14011e-05         0.00915416
114                 2259                0.0058016           0.00200878          6.13298e-05         0.00915152
115                 2570                0.00581806          0.00201557          6.13829e-05         0.00917512
116                 2539                0.00582509          0.00201622          6.12485e-05         0.00918055
117                 2436                0.00583263          0.00202111          6.12481e-05         0.00919163
118                 2541                0.0058523           0.00202967          6.1268e-05          0.00922123
119                 2382                0.00585598          0.00203391          6.12276e-05         0.00922851
120                 2514                0.00585955          0.00203684          6.11671e-05         0.00923447
121                 2684                0.00587702          0.00204339          6.10576e-05         0.00925822
122                 2619                0.00589969          0.00205428          6.11873e-05         0.00929391
123                 2596                0.00590351          0.00205764          6.11197e-05         0.0093003
124                 2777                0.00590524          0.00206021          6.10117e-05         0.00930264
125                 2797                0.00590617          0.00206259          6.0902e-05          0.00930457
126                 2538                0.0059137           0.00206434          6.07784e-05         0.00931209
127                 2774                0.00592063          0.002072            6.07634e-05         0.00932886
128                 2644                0.00592676          0.00207709          6.07194e-05         0.00934058
129                 2807                0.00594292          0.00208425          6.07721e-05         0.00936576
130                 2785                0.0059513           0.00208818          6.07954e-05         0.00937759
131                 2895                0.00596635          0.00209583          6.07888e-05         0.00940182
132                 2844                0.00599164          0.00210361          6.08013e-05         0.00943573
133                 2931                0.00599243          0.00210641          6.08197e-05         0.00943766
134                 2882                0.00599811          0.00211195          6.08183e-05         0.00944904
135                 2914                0.00601905          0.00212074          6.0961e-05          0.00948093
136                 3006                0.00603421          0.00212398          6.09491e-05         0.00949879
137                 2969                0.00604584          0.00213015          6.10009e-05         0.00951749
138                 2628                0.00605648          0.00213431          6.10552e-05         0.00953185
139                 2645                0.00607082          0.00213813          6.1101e-05          0.00954994
140                 3020                0.00608796          0.00214501          6.11829e-05         0.00957417
141                 2590                0.00608755          0.00214571          6.11712e-05         0.00957317
142                 2660                0.0060849           0.00214608          6.11769e-05         0.0095685
143                 2605                0.0060813           0.00214618          6.11454e-05         0.00956184
144                 2365                0.006074            0.00214586          6.11712e-05         0.00955172
145                 2472                0.006069            0.00214472          6.13195e-05         0.00954268
146                 2760                0.00607888          0.00214845          6.13464e-05         0.00955444
147                 2620                0.00609363          0.00215416          6.14524e-05         0.00957476
148                 2833                0.00611115          0.00215957          6.14773e-05         0.00959628
149                 2769                0.00613381          0.00216808          6.15732e-05         0.00962761
150                 2472                0.00613514          0.00216947          6.16039e-05         0.00962795
151                 2682                0.00614249          0.00217202          6.15951e-05         0.00963576
152                 2794                0.00615951          0.00217534          6.16008e-05         0.00965431
153                 2644                0.00617232          0.0021794           6.16057e-05         0.00966891
154                 2915                0.00617999          0.00218195          6.15641e-05         0.00967702
155                 2952                0.00619981          0.00218848          6.15986e-05         0.00970268
156                 2845                0.00620809          0.00219037          6.16008e-05         0.00970989
157                 2854                0.00621115          0.00219198          6.15008e-05         0.00971257
158                 2763                0.00621468          0.00219404          6.15564e-05         0.00971522
159                 2743                0.00623706          0.00220193          6.16894e-05         0.00974513
160                 2657                0.00626475          0.00220929          6.18451e-05         0.00977906
161                 2934                0.00628811          0.00221657          6.19426e-05         0.00980801
162                 2728                0.00629082          0.0022193           6.19178e-05         0.00981096
163                 2798                0.0062994           0.00222468          6.19248e-05         0.00982332
164                 2757                0.00631687          0.00223297          6.20173e-05         0.00984942
165                 2738                0.00633484          0.00224069          6.21632e-05         0.00987422
166                 2861                0.00634642          0.00224472          6.21265e-05         0.0098893
167                 2972                0.00635149          0.00224729          6.20873e-05         0.00989491
168                 2751                0.00635906          0.00225262          6.21328e-05         0.00990641
169                 2849                0.0063863           0.00226163          6.22186e-05         0.0099431
170                 2857                0.00640451          0.00227192          6.23368e-05         0.00997266
171                 2655                0.00641101          0.00227464          6.23766e-05         0.00998105
172                 2884                0.00641823          0.00227936          6.23484e-05         0.00999248
173                 2589                0.00641561          0.00228119          6.2302e-05          0.00999067
174                 2807                0.00641627          0.00228301          6.23028e-05         0.00999206
175                 2828                0.00643524          0.00228774          6.24054e-05         0.0100162
176                 2833                0.00645144          0.00229165          6.2409e-05          0.010036
177                 2628                0.00645179          0.00229373          6.23637e-05         0.0100379
178                 2728                0.0064593           0.00229782          6.23493e-05         0.0100498
179                 2794                0.00645889          0.0022989           6.23009e-05         0.0100495
180                 2664                0.00646994          0.0023037           6.23138e-05         0.010066
181                 2768                0.00647728          0.00230612          6.22468e-05         0.0100749
182                 2755                0.00649198          0.00231512          6.22924e-05         0.0101008
183                 2652                0.00648732          0.00231517          6.22043e-05         0.0100951
184                 2394                0.00648486          0.00231379          6.21345e-05         0.0100903
185                 2687                0.0064893           0.00231563          6.21083e-05         0.0100972
186                 2455                0.00648282          0.00231416          6.2007e-05          0.0100884
187                 2456                0.00649883          0.00231968          6.19394e-05         0.0101118
188                 2405                0.00650219          0.00232127          6.1972e-05          0.010118
189                 2374                0.00650141          0.00232224          6.19575e-05         0.0101186
190                 2731                0.00650012          0.00232109          6.18716e-05         0.0101156
191                 2568                0.00650534          0.00232488          6.1849e-05          0.0101265
192                 2740                0.0065157           0.00233057          6.18261e-05         0.0101445
193                 2864                0.00651864          0.0023329           6.1815e-05          0.0101507
194                 2731                0.00651366          0.00233308          6.17265e-05         0.0101455
195                 2850                0.0065173           0.00233441          6.16281e-05         0.0101502
196                 2823                0.00651598          0.00233536          6.15353e-05         0.0101502
197                 2804                0.00651807          0.00233648          6.14147e-05         0.0101534
198                 2610                0.00653183          0.00234084          6.14325e-05         0.0101739
199                 2829                0.0065372           0.00234354          6.13641e-05         0.0101832
200                 2784                0.00655014          0.00234681          6.13459e-05         0.0102
201                 2702                0.00655177          0.0023469           6.12608e-05         0.0102019
202                 2792                0.00655433          0.00234814          6.11901e-05         0.010207
203                 2657                0.00655745          0.0023505           6.11804e-05         0.0102139
204                 2886                0.006562            0.00235359          6.11913e-05         0.0102229
205                 2712                0.00656082          0.00235384          6.11086e-05         0.0102228
206                 2761                0.00657722          0.00235853          6.11045e-05         0.0102459
207                 2798                0.00658762          0.00236282          6.11638e-05         0.0102637
208                 2816                0.00659858          0.00236802          6.13064e-05         0.0102823
209                 2699                0.00660329          0.00237092          6.12906e-05         0.0102907
210                 2796                0.00661019          0.00237403          6.13029e-05         0.0103025
211                 2707                0.00662483          0.00237754          6.13093e-05         0.010322
212                 2574                0.00662152          0.00237802          6.12269e-05         0.0103194
213                 2726                0.00663323          0.00238359          6.12556e-05         0.0103398
214                 2677                0.00665598          0.00238886          6.1283e-05          0.0103697
215                 2485                0.00666027          0.00239163          6.1301e-05          0.0103789
216                 2596                0.00666129          0.0023922           6.12175e-05         0.0103811
217                 2601                0.00666466          0.00239431          6.11864e-05         0.0103878
218                 2372                0.00665891          0.00239307          6.11125e-05         0.0103806
219                 2589                0.00666211          0.00239575          6.10937e-05         0.0103883
220                 2577                0.0066709           0.00239782          6.10558e-05         0.0104001
221                 2243                0.00666002          0.00239533          6.09546e-05         0.0103862
222                 2286                0.0066495           0.00239452          6.08524e-05         0.0103739
223                 2489                0.00664208          0.00239252          6.07442e-05         0.0103641
224                 2389                0.00663318          0.002392            6.16761e-05         0.0103576
225                 2504                0.00663102          0.0023917           6.16127e-05         0.0103549
