update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   1974                0.00357696          0.00126391          4.6927e-05          0.00571606
2                   2122                0.00375646          0.00127824          6.7769e-05          0.00599187
3                   2035                0.00374121          0.0012419           6.49133e-05         0.00594775
4                   1894                0.00362377          0.00119176          6.17005e-05         0.00576215
5                   2117                0.00367998          0.00124004          6.39748e-05         0.00585411
6                   2166                0.00378588          0.00126099          6.64537e-05         0.00599469
7                   1834                0.00370343          0.00123533          6.84447e-05         0.00589143
8                   1956                0.00368136          0.00122956          6.85845e-05         0.00587049
9                   2037                0.00369655          0.00123004          6.85093e-05         0.0058979
10                  2010                0.003694            0.00123358          6.81545e-05         0.00590052
11                  1901                0.00366902          0.00123142          6.75854e-05         0.00587062
12                  1845                0.00363456          0.00122133          6.52875e-05         0.00582949
13                  1915                0.00362597          0.00121697          6.38595e-05         0.00581621
14                  2002                0.00363305          0.00121996          6.25689e-05         0.00582674
15                  1879                0.00362495          0.00121297          6.16719e-05         0.00580645
16                  1891                0.00362278          0.00121217          6.10016e-05         0.00580032
17                  1790                0.00359717          0.00120544          6.04035e-05         0.00576806
18                  1861                0.00358926          0.0012113           5.94441e-05         0.00577051
19                  1832                0.00357474          0.00121585          5.88622e-05         0.00576071
20                  1866                0.00356332          0.00121858          5.81186e-05         0.00575384
21                  1953                0.00357864          0.00122088          5.76733e-05         0.00576979
22                  1913                0.00358828          0.00124832          5.98995e-05         0.00578799
23                  1542                0.00356031          0.00126185          6.66617e-05         0.00577858
24                  1600                0.0035487           0.00127369          7.2628e-05          0.00577221
25                  1869                0.00355422          0.00128731          7.48053e-05         0.00577917
26                  1725                0.00354424          0.00129149          7.57308e-05         0.00576124
27                  1844                0.00354838          0.00129586          7.72118e-05         0.00576908
28                  1954                0.00355993          0.00131347          7.95279e-05         0.0058043
29                  2071                0.00358026          0.0013341           8.15636e-05         0.00583067
30                  2108                0.00360186          0.00135274          8.37669e-05         0.00586957
31                  2174                0.00362275          0.0013702           8.61751e-05         0.00590996
32                  2059                0.00369869          0.00136711          8.75148e-05         0.00597771
33                  1980                0.00375793          0.00136409          8.7218e-05          0.00606974
34                  751                 0.00371743          0.00134873          8.65205e-05         0.00599005
35                  893                 0.0036961           0.00133635          8.61799e-05         0.00594665
36                  1901                0.00372628          0.00134898          8.92309e-05         0.00599468
37                  1981                0.00374331          0.00135511          8.92901e-05         0.00601877
38                  2226                0.00377766          0.00137136          8.96464e-05         0.00606899
39                  2163                0.00381             0.00139782          9.02354e-05         0.00613041
40                  1744                0.00381846          0.00140629          9.09478e-05         0.00613864
41                  1567                0.00382245          0.00141044          9.15375e-05         0.00614522
42                  1419                0.0038264           0.00141046          9.17626e-05         0.00613972
43                  1371                0.00382345          0.00139424          9.16803e-05         0.00611799
44                  1280                0.00381639          0.00137834          9.17214e-05         0.00608547
45                  2575                0.00386878          0.00140288          9.24305e-05         0.00616404
46                  2713                0.00391955          0.00142985          9.34986e-05         0.00624498
47                  1703                0.00393054          0.00142216          9.3731e-05          0.00623989
48                  2049                0.0039595           0.0014403           9.48427e-05         0.00628552
49                  1822                0.00397419          0.00144677          9.51468e-05         0.00630312
