update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   2176                0.00415201          0.00139197          4.9475e-05          0.00664915
2                   2228                0.00417477          0.00137902          6.4203e-05          0.00671156
3                   2189                0.00415712          0.00136372          5.89563e-05         0.00664614
4                   2110                0.00410037          0.00136895          5.70123e-05         0.00657128
5                   2170                0.00411682          0.00137721          5.71696e-05         0.00662437
6                   2102                0.00411307          0.00137473          5.70838e-05         0.00661749
7                   1828                0.00398482          0.00131472          5.6951e-05          0.00641265
8                   2058                0.00396892          0.00131726          5.80594e-05         0.00637574
9                   2076                0.00396424          0.00131723          5.81463e-05         0.00636094
10                  2002                0.0039432           0.00131093          5.67213e-05         0.00632527
11                  1974                0.00391658          0.00130477          5.71695e-05         0.00628265
12                  2019                0.00389908          0.00129565          5.5943e-05          0.0062585
13                  1830                0.0038591           0.00128353          5.54702e-05         0.00619951
14                  2042                0.00386208          0.00128531          5.49449e-05         0.00620007
15                  1932                0.00383974          0.00127931          5.49299e-05         0.00617127
16                  1740                0.00381435          0.00127208          6.19976e-05         0.0061766
17                  1794                0.00379002          0.0012908           6.33772e-05         0.00616743
18                  1924                0.00378668          0.00133819          6.58483e-05         0.00618025
19                  1897                0.00380807          0.0013672           6.78876e-05         0.00622206
20                  2109                0.00384576          0.00140456          6.82919e-05         0.00632638
21                  1967                0.00385688          0.00141106          6.876e-05           0.00632868
22                  2043                0.0038638           0.00145332          7.10709e-05         0.00640779
23                  2227                0.0039021           0.00148921          7.23617e-05         0.00651798
24                  2300                0.00394368          0.00150685          7.47966e-05         0.00657395
25                  2194                0.00400653          0.00154779          7.6257e-05          0.00667358
26                  2185                0.00402762          0.00156398          7.75007e-05         0.00670444
27                  2232                0.00409411          0.00158134          7.93846e-05         0.00678661
28                  2304                0.00412754          0.00160184          8.05754e-05         0.00684562
29                  2225                0.00418401          0.0016089           8.18155e-05         0.00690595
30                  2016                0.00418045          0.00160668          8.20998e-05         0.00690823
31                  2243                0.00420082          0.00161412          8.31967e-05         0.00693475
32                  2097                0.00420349          0.0016115           8.305e-05           0.00693349
33                  2173                0.0042185           0.00161604          8.32132e-05         0.00695521
34                  2128                0.00422313          0.00162251          8.32567e-05         0.00696473
35                  1933                0.00422489          0.00162771          8.39919e-05         0.00697403
36                  1942                0.0042276           0.00163486          8.41265e-05         0.00699885
37                  2019                0.00423947          0.00163526          8.42529e-05         0.00702049
38                  1990                0.00423726          0.00163399          8.39491e-05         0.00701346
39                  1956                0.00423796          0.00163966          8.38914e-05         0.0070178
40                  1880                0.00423438          0.00164186          8.43005e-05         0.00700562
41                  1915                0.00423368          0.00164183          8.42069e-05         0.0070013
42                  1760                0.00422352          0.00163769          8.37658e-05         0.0069811
43                  1820                0.0042135           0.00163422          8.33498e-05         0.00696445
44                  1805                0.0042065           0.00163243          8.2826e-05          0.00695178
45                  1834                0.00419964          0.00162882          8.22679e-05         0.00694193
46                  1747                0.00418558          0.00162302          8.14613e-05         0.00692376
47                  1767                0.00417354          0.00161707          8.04738e-05         0.00690519
48                  1718                0.0041663           0.00161176          7.97806e-05         0.00689263
49                  1770                0.0041619           0.0016207           7.95974e-05         0.00689667
50                  1653                0.00415341          0.00161571          7.92549e-05         0.00688032
51                  1650                0.00414022          0.00161194          7.89292e-05         0.00686054
52                  1739                0.00413359          0.00160783          7.82399e-05         0.00685019
53                  1819                0.0042091           0.00163709          7.88877e-05         0.00697038
54                  1683                0.00425539          0.00165523          7.98175e-05         0.00703741
55                  1674                0.00424336          0.00164995          7.95659e-05         0.00701894
56                  1656                0.00423123          0.0016435           7.92191e-05         0.00699816
57                  1756                0.00422342          0.0016408           7.90568e-05         0.00698633
58                  1683                0.00421038          0.00163562          7.80827e-05         0.00696524
59                  1707                0.00420365          0.00162982          7.71645e-05         0.0069559
60                  1711                0.00419774          0.00163161          7.66714e-05         0.00695941
61                  1594                0.00418744          0.00162818          7.60331e-05         0.00694616
62                  1653                0.00417874          0.00162567          7.52906e-05         0.00693418
63                  1688                0.00417394          0.00161996          7.43966e-05         0.00692082
64                  1635                0.00416774          0.0016153           7.37607e-05         0.00690771
65                  1622                0.0041593           0.00161046          7.31373e-05         0.00689096
66                  1537                0.00414676          0.00160467          7.23051e-05         0.0068691
67                  1553                0.0041331           0.00159855          7.15013e-05         0.00685047
68                  1714                0.00412739          0.00159608          7.07682e-05         0.0068416
69                  1752                0.00412436          0.00159269          7.0022e-05          0.00683326
70                  1643                0.00411566          0.00159028          6.92678e-05         0.00681994
71                  1797                0.00411645          0.00158934          6.85613e-05         0.00681919
